codice_esterno,0,1,2,3,4,5,6,7,8,9,10,11,giorno_uscita,colore,cat_merc
LI1101205NE-17,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-08,nero,tinta unita
LI1101205VE-17,1.0,1.0,3.0,4.0,4.0,9.0,9.0,6.0,4.0,3.0,0.0,1.0,2017-08-07,verde,tinta unita
LI1103967BX-17,1.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-18,bordeaux,tinta unita
LI1103967GR-17,9.0,12.0,7.0,14.0,23.0,19.0,17.0,42.0,5.0,0.0,0.0,0.0,2017-10-05,grigio,tinta unita
LI1103967VI-17,1.0,12.0,10.0,11.0,17.0,16.0,28.0,20.0,24.0,2.0,0.0,0.0,2017-09-30,viola,tinta unita
LI1122521RS-18,1.0,2.0,0.0,6.0,8.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,2018-03-26,rosa,manica lunga
LI1123620BX-18,2.0,8.0,4.0,3.0,8.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,2017-12-16,bordeaux,smanicato
LI1123620NE-18,3.0,7.0,3.0,5.0,4.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,2017-12-13,nero,smanicato
LI1123620VE-18,2.0,2.0,5.0,3.0,4.0,0.0,3.0,5.0,4.0,2.0,2.0,2.0,2017-12-15,verde,smanicato
LI1123721BI-18,2.0,1.0,1.0,1.0,13.0,20.0,27.0,23.0,18.0,6.0,4.0,4.0,2018-03-09,bianco,manica corta
LI1123721FABI-18,3.0,4.0,0.0,0.0,2.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,2018-03-13,fantasia,manica corta
LI1123721RS-18,2.0,1.0,1.0,18.0,13.0,15.0,14.0,7.0,4.0,4.0,1.0,0.0,2018-03-15,rosa,manica corta
LI1156521BI-18,4.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,2018-07-18,bianco,manica corta
LI1156521NE-18,2.0,9.0,11.0,8.0,7.0,2.0,13.0,5.0,7.0,2.0,2.0,3.0,2018-07-13,nero,manica corta
LI1156521RS-18,1.0,4.0,5.0,9.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,0.0,2018-07-14,rosa,manica corta
LI1157367BX-18,1.0,1.0,7.0,12.0,6.0,9.0,4.0,10.0,5.0,87.0,11.0,0.0,2018-09-22,bordeaux,tinta unita
LI1157367GR-18,3.0,9.0,9.0,8.0,11.0,19.0,16.0,6.0,192.0,11.0,0.0,0.0,2018-09-25,grigio,tinta unita
LI1169221BE-18,5.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-14,beige,manica lunga
LI1169221NE-18,1.0,3.0,70.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-09,nero,manica lunga
LI11781135FANE-18,3.0,7.0,109.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-10,fantasia,fantasia
LI11814NE-19,8.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-07,nero,manica corta
LI11844146SE-19,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2019-02-22,senape,manica lunga
LI1190033BI-19,6.0,9.0,4.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,2019-03-05,bianco,manica lunga
LI1190033NE-19,6.0,4.0,1.0,0.0,2.0,6.0,4.0,1.0,3.0,2.0,0.0,0.0,2019-03-04,nero,manica lunga
LI12186286BI-19,2.0,9.0,8.0,8.0,5.0,4.0,4.0,8.0,5.0,3.0,3.0,3.0,2019-07-20,bianco,manica corta
LI12186286RS-19,2.0,14.0,10.0,5.0,7.0,4.0,3.0,5.0,6.0,9.0,2.0,2.0,2019-07-18,rosa,manica corta
LI1220503BI-19,7.0,8.0,5.0,6.0,2.0,2.0,3.0,23.0,3.0,1.0,0.0,0.0,2019-07-01,bianco,stampa
LI1220903BI-19,1.0,10.0,7.0,45.0,8.0,6.0,6.0,5.0,2.0,0.0,0.0,1.0,2019-08-04,bianco,stampa
LI1602BNE-17,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-24,nero,manica lunga
LI1602CNE-17,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-21,nero,cardigan medio
LI1602SCOLLOVNE-17,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-20,nero,manica lunga
LI16303GI-18,3.0,7.0,3.0,4.0,11.0,10.0,9.0,9.0,8.0,8.0,6.0,36.0,2018-09-07,giallo,manica lunga
LI16303NE-18,1.0,6.0,2.0,3.0,9.0,9.0,7.0,8.0,7.0,13.0,4.0,92.0,2018-09-06,nero,manica lunga
LI16304GI-18,3.0,8.0,10.0,13.0,23.0,10.0,11.0,8.0,9.0,7.0,2.0,20.0,2018-09-05,giallo,manica lunga
LI16304NE-18,5.0,4.0,11.0,11.0,13.0,10.0,10.0,15.0,11.0,6.0,12.0,81.0,2018-09-06,nero,manica lunga
LI16304RS-18,3.0,8.0,6.0,11.0,18.0,8.0,8.0,6.0,3.0,4.0,4.0,13.0,2018-09-07,rosa,manica lunga
LI16304VE-18,6.0,5.0,13.0,16.0,28.0,11.0,13.0,14.0,7.0,4.0,1.0,27.0,2018-09-07,verde,manica lunga
LI16307NE-18,3.0,12.0,14.0,18.0,27.0,26.0,16.0,22.0,21.0,22.0,42.0,326.0,2018-09-07,nero,cardigan corto
LI16307VE-18,2.0,2.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,1.0,0.0,13.0,2018-09-07,verde,cardigan corto
LI240521BI-17,8.0,12.0,12.0,23.0,13.0,16.0,2.0,12.0,9.0,9.0,8.0,1.0,2017-07-21,bianco,smanicato
LI240521BI-19,1.0,15.0,23.0,17.0,12.0,21.0,16.0,21.0,9.0,0.0,0.0,0.0,2019-04-07,bianco,manica corta
LI240521CL-19,1.0,15.0,15.0,10.0,14.0,18.0,15.0,22.0,8.0,0.0,0.0,0.0,2019-04-05,cielo,manica corta
LI240521NE-17,6.0,17.0,14.0,19.0,17.0,10.0,8.0,17.0,10.0,8.0,6.0,6.0,2017-07-21,nero,smanicato
LI240521NE-19,1.0,9.0,18.0,20.0,18.0,9.0,13.0,16.0,5.0,0.0,0.0,0.0,2019-04-06,nero,manica corta
LI240521RS-17,6.0,15.0,10.0,19.0,17.0,16.0,15.0,14.0,18.0,21.0,5.0,2.0,2017-07-21,rosa,smanicato
LI240521RS-18,3.0,7.0,3.0,10.0,3.0,5.0,9.0,13.0,6.0,3.0,8.0,12.0,2018-03-06,rosa,manica corta
LI240521RS-19,6.0,21.0,15.0,27.0,31.0,29.0,28.0,37.0,13.0,0.0,0.0,0.0,2019-04-05,rosa,manica corta
LI240521STBI-18,12.0,20.0,21.0,25.0,23.0,13.0,34.0,14.0,0.0,0.0,0.0,0.0,2018-04-09,bianco,manica corta
LI240521STNE-18,2.0,12.0,14.0,21.0,31.0,21.0,13.0,24.0,6.0,0.0,0.0,0.0,2018-04-05,nero,manica corta
LI2405AM-19,8.0,5.0,2.0,1.0,2.0,3.0,2.0,3.0,5.0,6.0,1.0,3.0,2018-12-17,amarena,manica corta
LI2405VE-19,2.0,15.0,7.0,10.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,2018-12-13,verde,manica corta
LI30020167AAR-19,6.0,14.0,28.0,18.0,15.0,14.0,12.0,15.0,9.0,9.0,4.0,3.0,2019-07-11,argento,smanicato
LI30020167AR-19,4.0,14.0,13.0,4.0,2.0,12.0,12.0,7.0,7.0,1.0,1.0,0.0,2019-03-22,argento,smanicato
LI3002020VI-18,7.0,6.0,5.0,1.0,5.0,3.0,3.0,1.0,4.0,2.0,1.0,0.0,2017-12-12,viola,smanicato
LI3005143OR-17,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2017-04-08,oro,smanicato
LI30111AIFARS-18,13.0,33.0,35.0,18.0,13.0,12.0,10.0,8.0,23.0,20.0,14.0,6.0,2018-08-17,fantasia,smanicato
LI30111FARS-18,23.0,32.0,36.0,43.0,26.0,12.0,10.0,6.0,19.0,30.0,17.0,2.0,2018-03-15,fantasia,smanicato
LI30156167BR-19,2.0,16.0,15.0,9.0,7.0,6.0,3.0,6.0,53.0,70.0,34.0,31.0,2019-06-21,bronzo,smanicato
LI30158LIBNE-19,4.0,10.0,2.0,7.0,4.0,8.0,4.0,4.0,3.0,0.0,0.0,0.0,2019-04-04,nero,smanicato
LI4002521BI-17,1.0,1.0,3.0,2.0,2.0,5.0,2.0,6.0,3.0,0.0,0.0,0.0,2017-03-23,bianco,manica corta
LI4002521NE-17,1.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,2017-04-01,nero,manica corta
LI4018432BI-17,1.0,1.0,5.0,1.0,0.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2017-03-02,bianco,manica corta
LI4019621BE-18,7.0,11.0,10.0,13.0,7.0,6.0,6.0,1.0,1.0,0.0,3.0,1.0,2018-01-30,beige,manica corta
LI4019621NE-18,6.0,4.0,1.0,4.0,4.0,3.0,6.0,5.0,3.0,4.0,1.0,1.0,2018-01-29,nero,manica corta
LI4021405NE-17,1.0,11.0,13.0,4.0,7.0,4.0,3.0,5.0,6.0,2.0,2.0,2.0,2017-06-08,nero,tinta unita
LI4021405VM-17,17.0,14.0,13.0,2.0,5.0,6.0,6.0,5.0,2.0,4.0,1.0,2.0,2017-06-05,verde militare,tinta unita
LI4027521BI-17,14.0,16.0,15.0,23.0,15.0,33.0,29.0,7.0,0.0,0.0,0.0,0.0,2017-04-12,bianco,manica corta
LI4027521BI-18,4.0,11.0,13.0,18.0,12.0,9.0,11.0,1.0,4.0,52.0,3.0,0.0,2018-09-20,bianco,manica corta
LI4027521BI-19,2.0,19.0,17.0,9.0,14.0,8.0,12.0,15.0,21.0,10.0,14.0,15.0,2019-03-02,bianco,manica corta
LI4027521FX-17,11.0,11.0,10.0,14.0,20.0,25.0,27.0,2.0,0.0,0.0,0.0,0.0,2017-04-10,fuxia,manica corta
LI4027521NE-18,2.0,13.0,13.0,9.0,15.0,11.0,8.0,4.0,1.0,66.0,7.0,0.0,2018-09-22,nero,manica corta
LI4027521NE-19,2.0,14.0,9.0,12.0,18.0,8.0,12.0,4.0,5.0,4.0,7.0,6.0,2019-03-03,nero,manica corta
LI4027521RO-19,17.0,13.0,12.0,1.0,26.0,29.0,19.0,13.0,8.0,31.0,21.0,21.0,2019-03-04,rosso,manica corta
LI4027521SE-18,5.0,31.0,32.0,41.0,39.0,30.0,20.0,9.0,15.0,123.0,12.0,0.0,2018-09-20,senape,manica corta
LI4027521STBI-18,3.0,16.0,14.0,12.0,14.0,19.0,22.0,12.0,0.0,0.0,0.0,0.0,2018-04-12,bianco,manica corta
LI4027521STNE-18,4.0,18.0,23.0,9.0,10.0,14.0,18.0,5.0,0.0,0.0,0.0,0.0,2018-04-13,nero,manica corta
LI4027521STRS-18,2.0,10.0,39.0,22.0,13.0,27.0,22.0,46.0,20.0,0.0,0.0,0.0,2018-04-07,rosa,manica corta
LI40275332EFANE-19,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-25,fantasia,smanicato
LI40275BI-17,5.0,12.0,13.0,7.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,2017-08-15,bianco,smanicato
LI4031821BI-17,8.0,6.0,6.0,6.0,4.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,2017-08-10,bianco,smanicato
LI40372NE-18,2.0,4.0,5.0,3.0,5.0,5.0,2.0,3.0,3.0,1.0,3.0,2.0,2018-06-28,nero,tinta unita
LI40372RS-18,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2018-06-28,rosa,tinta unita
LI4040621RS-18,1.0,8.0,6.0,7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,2018-06-03,rosa,smanicato
LI4040621VE-18,9.0,6.0,10.0,7.0,7.0,6.0,2.0,2.0,1.0,1.0,2.0,4.0,2018-06-05,verde,smanicato
LI4051821BE-19,5.0,9.0,11.0,13.0,10.0,12.0,17.0,12.0,12.0,10.0,5.0,3.0,2019-08-09,beige,smanicato
LI4051821BI-19,3.0,10.0,9.0,12.0,10.0,5.0,12.0,13.0,9.0,12.0,6.0,1.0,2019-08-09,bianco,smanicato
LI4051821RS-19,1.0,13.0,6.0,9.0,8.0,10.0,7.0,2.0,7.0,3.0,3.0,1.0,2019-08-10,rosa,smanicato
LI4052021BI-19,11.0,12.0,12.0,14.0,7.0,12.0,12.0,12.0,7.0,6.0,5.0,4.0,2019-07-09,bianco,smanicato
LI4052021NE-19,18.0,23.0,18.0,27.0,18.0,13.0,28.0,20.0,15.0,25.0,10.0,6.0,2019-07-09,nero,smanicato
LI4052021RS-19,14.0,14.0,24.0,13.0,16.0,14.0,10.0,17.0,7.0,8.0,6.0,11.0,2019-07-09,rosa,smanicato
LI5006686NE-18,1.0,1.0,1.0,0.0,2.0,15.0,14.0,15.0,17.0,11.0,5.0,4.0,2018-01-27,nero,tinta unita
LI5014021NE-19,1.0,10.0,5.0,8.0,25.0,11.0,14.0,14.0,6.0,0.0,0.0,0.0,2019-04-05,nero,tinta unita
LI6008621NE-18,4.0,8.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-24,nero,manica lunga
LI7002779NE-17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,15.0,13.0,14.0,8.0,2017-01-14,nero,midi
LI70135NE-18,1.0,10.0,10.0,15.0,18.0,16.0,41.0,39.0,31.0,39.0,409.0,36.0,2018-09-15,nero,mini
LI70135PNE-19,1.0,17.0,15.0,8.0,7.0,6.0,12.0,7.0,2.0,3.0,0.0,1.0,2019-03-01,nero,mini
LI7019961PNE-18,2.0,18.0,14.0,5.0,10.0,11.0,12.0,5.0,64.0,14.0,0.0,0.0,2018-09-29,nero,midi
LI7020038PNE-18,4.0,10.0,22.0,22.0,20.0,5.0,18.0,14.0,6.0,123.0,14.0,0.0,2018-09-20,nero,gitana
LI70207346FA-19,5.0,31.0,33.0,17.0,17.0,17.0,10.0,12.0,109.0,0.0,0.0,0.0,2019-10-03,fantasia,mini
LI7020787FA-18,14.0,23.0,16.0,124.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-30,fantasia,mini
LI7022004NE-18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-26,nero,gitana
LI70223146PNE-18,82.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-19,nero,midi
LI70258167AR-19,1.0,1.0,2.0,6.0,5.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,2019-07-05,argento,mini
LI7026320NE-19,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-14,nero,gitana
LI7026320RS-19,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-25,rosa,gitana
LI7026320SE-19,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-14,senape,gitana
LI70291NE-19,8.0,18.0,20.0,28.0,21.0,32.0,21.0,24.0,18.0,23.0,18.0,13.0,2019-08-13,nero,gitana
LI8014469NE-17,5.0,8.0,7.0,11.0,9.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,2017-01-14,nero,pantalone lungo
LI8015321IND-17,2.0,3.0,3.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-22,indaco,pantalone lungo
LI8017072FA-17,10.0,10.0,12.0,14.0,2.0,5.0,3.0,4.0,9.0,3.0,1.0,0.0,2017-03-21,fantasia,pantalone lungo
LI8017080NE-17,5.0,3.0,7.0,7.0,8.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,2017-08-29,nero,pantalone lungo
LI8018466FAVE-19,8.0,18.0,19.0,20.0,8.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,2018-12-21,fantasia,pantalone lungo
LI8018466NE-19,3.0,16.0,7.0,5.0,7.0,6.0,8.0,4.0,106.0,108.0,90.0,44.0,2018-12-15,nero,pantalone lungo
LI80184FAMO-19,7.0,10.0,13.0,8.0,13.0,8.0,12.0,82.0,0.0,0.0,0.0,0.0,2019-10-10,fantasia,pantalone lungo
LI80184FARO-19,7.0,21.0,22.0,14.0,8.0,5.0,9.0,131.0,0.0,0.0,0.0,0.0,2019-10-11,fantasia,pantalone lungo
LI8018D1FANE-19,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-01-24,fantasia,pantalone lungo
LI8018D4FABX-19,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-01-23,fantasia,pantalone lungo
LI80253332EFANE-19,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-25,fantasia,pantalone lungo
LI8025469NE-18,317.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-19,nero,pantalone lungo
LI8025469NE-19,2.0,25.0,36.0,26.0,18.0,30.0,36.0,35.0,267.0,0.0,0.0,0.0,2019-10-04,nero,pantalone lungo
LI8089AINE-17,4.0,4.0,5.0,6.0,14.0,9.0,12.0,10.0,9.0,12.0,10.0,8.0,2017-08-09,nero,pantalone lungo
LI8089D21374FARO-17,1.0,29.0,21.0,16.0,3.0,5.0,4.0,1.0,4.0,0.0,1.0,0.0,2016-12-02,fantasia,pantalone lungo
LI8089DCHECKFABL-17,10.0,12.0,9.0,11.0,5.0,5.0,7.0,3.0,3.0,4.0,0.0,1.0,2016-12-06,fantasia,pantalone lungo
LI8089DCHECKFAGR-17,10.0,12.0,9.0,6.0,3.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,2016-12-19,fantasia,pantalone lungo
LI8089FA09FA-17,5.0,13.0,12.0,11.0,27.0,18.0,31.0,43.0,4.0,0.0,0.0,0.0,2017-10-03,fantasia,pantalone lungo
LI8089FA10FA-17,7.0,28.0,21.0,22.0,41.0,31.0,41.0,62.0,15.0,0.0,0.0,0.0,2017-10-03,fantasia,pantalone lungo
LI8089FA11FA-17,12.0,8.0,17.0,26.0,11.0,19.0,11.0,19.0,3.0,0.0,0.0,0.0,2017-10-04,fantasia,pantalone lungo
LI8089FA12FANE-18,5.0,5.0,1.0,5.0,4.0,4.0,22.0,22.0,19.0,17.0,10.0,10.0,2017-12-13,fantasia,pantalone lungo
LI8089FA13FARO-18,8.0,9.0,5.0,7.0,7.0,4.0,6.0,2.0,2.0,1.0,1.0,0.0,2017-12-12,fantasia,pantalone lungo
LI8089FA14FABL-17,8.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-16,fantasia,pantalone lungo
LI8089FA14FANE-17,7.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-18,fantasia,pantalone lungo
LI8089FAGR-19,9.0,33.0,28.0,25.0,16.0,9.0,6.0,9.0,40.0,0.0,0.0,0.0,2019-10-04,fantasia,pantalone lungo
LI8089FARG-19,6.0,11.0,7.0,10.0,17.0,12.0,6.0,13.0,81.0,0.0,0.0,0.0,2019-10-02,fantasia,pantalone lungo
LI8089HF8652FABX-18,4.0,14.0,246.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-08,fantasia,pantalone lungo
LI8089NE-17,4.0,3.0,1.0,2.0,5.0,7.0,2.0,6.0,4.0,2.0,6.0,1.0,2017-03-08,nero,pantalone lungo
LI8089ZIPFAMO-19,8.0,15.0,14.0,15.0,8.0,10.0,14.0,82.0,0.0,0.0,0.0,0.0,2019-10-08,fantasia,pantalone lungo
LI831569NE-18,1.0,9.0,15.0,13.0,8.0,16.0,19.0,21.0,26.0,249.0,33.0,0.0,2018-09-23,nero,pantalone lungo
LI831569NE-19,1.0,16.0,19.0,16.0,27.0,18.0,24.0,15.0,119.0,0.0,0.0,0.0,2019-10-04,nero,pantalone lungo
LI9104638FA-17,1.0,12.0,13.0,20.0,22.0,16.0,12.0,8.0,5.0,8.0,1.0,0.0,2017-07-15,fantasia,lungo
LI9118881NE-19,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-23,nero,tuta
LI9119338BISNE-18,1.0,23.0,16.0,13.0,15.0,7.0,13.0,4.0,6.0,3.0,167.0,105.0,2018-06-02,nero,tuta
LI9119338FANE-19,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-25,fantasia,lungo
LI9119338NE-17,22.0,18.0,17.0,22.0,15.0,16.0,10.0,8.0,14.0,8.0,6.0,7.0,2017-06-05,nero,lungo
LI9119338NE-18,10.0,16.0,7.0,13.0,12.0,9.0,5.0,4.0,124.0,56.0,31.0,9.0,2018-06-11,nero,lungo
LI9119338RO-18,5.0,9.0,12.0,4.0,4.0,11.0,9.0,3.0,5.0,92.0,65.0,45.0,2018-06-04,rosso,tuta
LI91193NE-19,3.0,9.0,16.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-04,nero,tuta
LI91193VM-19,9.0,15.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-06,verde militare,tuta
LI9125021IND-17,1.0,3.0,7.0,3.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2017-04-21,indaco,lungo
LI9125021NE-17,1.0,0.0,0.0,0.0,8.0,10.0,11.0,3.0,11.0,11.0,9.0,6.0,2017-02-10,nero,lungo
LI9139721BISBI-17,1.0,5.0,3.0,2.0,2.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,2017-04-07,bianco,manica lunga
LI9139721GI-17,3.0,4.0,4.0,2.0,3.0,16.0,31.0,9.0,15.0,14.0,11.0,3.0,2017-03-15,giallo,maxi
LI9150350NE-17,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-12,nero,tubino
LI9154921FX-17,14.0,10.0,12.0,9.0,20.0,21.0,24.0,7.0,0.0,0.0,0.0,0.0,2017-04-10,fuxia,bambolina
LI9179220VE-19,1.0,12.0,9.0,6.0,4.0,3.0,2.0,4.0,5.0,2.0,2.0,7.0,2018-12-15,verde,maxi
LI9179220VI-18,8.0,10.0,14.0,7.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2017-12-13,viola,maxi
LI91913AIFARS-18,6.0,26.0,15.0,17.0,14.0,13.0,4.0,1.0,10.0,12.0,9.0,4.0,2018-08-17,fantasia,bambolina
LI91913FARS-18,21.0,27.0,35.0,28.0,20.0,8.0,13.0,10.0,25.0,24.0,3.0,0.0,2018-03-21,fantasia,bambolina
LI92050154FANE-19,2.0,15.0,9.0,5.0,8.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,2019-01-05,fantasia,maxi
LI92050154NE-19,3.0,16.0,23.0,10.0,15.0,19.0,12.0,6.0,2.0,1.0,0.0,1.0,2019-01-06,nero,maxi
LI92050154SE-19,2.0,15.0,15.0,12.0,13.0,12.0,3.0,6.0,4.0,2.0,0.0,0.0,2019-01-04,senape,maxi
LI92070135FANE-18,31.0,14.0,171.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-10,fantasia,trapezio
LI92083346FA-19,13.0,31.0,22.0,12.0,19.0,15.0,11.0,12.0,106.0,0.0,0.0,0.0,2019-10-02,fantasia,trapezio
LI9208387FA-18,13.0,154.0,17.0,224.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-31,fantasia,trapezio
LI92123146PNE-18,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-25,nero,bambolina
LI92123146SE-19,2.0,0.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2019-02-21,senape,bambolina
LI92239LIBNE-19,5.0,12.0,13.0,20.0,12.0,12.0,8.0,1.0,2.0,0.0,0.0,0.0,2019-04-06,nero,bambolina
LI9228421NE-19,4.0,15.0,27.0,16.0,9.0,3.0,1.0,6.0,11.0,12.0,13.0,2.0,2019-07-19,nero,bambolina
LI9228421VM-19,11.0,30.0,33.0,15.0,7.0,14.0,10.0,8.0,7.0,0.0,0.0,3.0,2019-08-08,verde militare,bambolina
LIGIABI-19,7.0,6.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-10-17,bianco,stampa
LILIANAGR-17,4.0,1.0,13.0,8.0,3.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,2017-09-01,grigio,stampa
LILYFA-19,1.0,3.0,1.0,15.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2019-08-03,fantasia,fantasia
LINANE-18,1.0,3.0,3.0,0.0,37.0,28.0,49.0,18.0,12.0,3.0,1.0,1.0,2018-01-26,nero,manica lunga
LIVIANE-17,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-29,nero,tinta unita
LIVIAVE-17,5.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-21,verde,tinta unita
LJ16301NE-19,4.0,10.0,14.0,8.0,13.0,10.0,9.0,4.0,3.0,3.0,3.0,0.0,2019-09-07,nero,manica lunga
LJ16301OT-19,10.0,11.0,11.0,9.0,15.0,12.0,5.0,4.0,2.0,0.0,0.0,10.0,2019-09-09,ottanio,manica lunga
LJ16301SE-19,8.0,7.0,5.0,10.0,14.0,5.0,6.0,7.0,1.0,0.0,0.0,5.0,2019-09-10,senape,manica lunga
LJ16303NE-19,7.0,9.0,17.0,11.0,22.0,6.0,10.0,13.0,4.0,2.0,2.0,30.0,2019-09-10,nero,manica lunga
LJ16303OT-19,5.0,5.0,15.0,10.0,14.0,22.0,9.0,12.0,10.0,3.0,0.0,0.0,2019-09-07,ottanio,manica lunga
LJ16303RS-19,1.0,11.0,10.0,16.0,21.0,13.0,12.0,9.0,5.0,0.0,3.0,1.0,2019-09-06,rosa,manica lunga
LJ16303SE-19,2.0,10.0,12.0,11.0,19.0,19.0,22.0,7.0,8.0,2.0,1.0,1.0,2019-09-06,senape,manica lunga
LJ16304NE-19,6.0,12.0,11.0,15.0,21.0,21.0,21.0,9.0,9.0,7.0,1.0,1.0,2019-09-06,nero,manica lunga
LJ16304OT-19,12.0,16.0,19.0,20.0,18.0,11.0,5.0,4.0,0.0,3.0,0.0,6.0,2019-09-10,ottanio,manica lunga
LJ16304RS-19,3.0,12.0,4.0,13.0,11.0,7.0,10.0,10.0,7.0,2.0,2.0,1.0,2019-09-06,rosa,manica lunga
LJ16304SE-19,1.0,11.0,11.0,12.0,20.0,35.0,7.0,7.0,6.0,4.0,2.0,0.0,2019-09-08,senape,manica lunga
LJ16306LXNE-19,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-20,nero,pantalone lungo
